p,method,parallel,precision,runtime_us,rel_error
2000,blocked_autovec,seq,f32,3852.2165967151523,3.51890606350831e-05
2000,blocked_tiled,seq,f64,1036.1915978137404,6.941978635768745e-15
2000,blocked_tiled,seq,f32,1171.3334009982646,3.530031276646428e-05
2000,blocked_windowed,seq,f64,1050.4999954719096,6.941978635768745e-15
2000,blocked_windowed,seq,f32,1021.5834015980363,3.51890606350831e-05
2000,blocked_hybrid,seq,f64,2065.841597504914,6.941978635768745e-15
2000,blocked_hybrid,seq,f32,2058.2250028382987,3.51890606350831e-05
2000,adaptive,seq,f64,858.3250048104674,1.854305862266009e-07
2000,adaptive,seq,f32,896.241603186354,3.51890606350831e-05
2000,fft5,seq,f64,708.65000016056,1.854305862266009e-07
2000,fft5,seq,f32,744.7834010235965,3.51890606350831e-05
2000,fft3,seq,f64,685.2331978734583,1.854305862266009e-07
2000,fft3,seq,f32,748.6000016797334,3.51890606350831e-05
2000,fft2,seq,f64,691.9582025147974,1.854305862266009e-07
2000,fft2,seq,f32,798.9500008989125,3.51890606350831e-05
2000,treecode,seq,f64,1465.6916027888656,9.731160866623488e-06
2000,treecode,seq,f32,1422.8916028514504,3.496655637232073e-05
2000,chebcode,seq,f64,443.1583976838738,5.763698858429547e-10
2000,chebcode,seq,f32,457.0084041915834,3.51890606350831e-05
2000,ewald,seq,f64,984.8749963566662,0.006902916326823274
2000,ewald,seq,f32,1017.2999987844377,0.006902493986875788
2000,dst,seq,f64,1721.0250021889806,1.854305862266009e-07
2000,dst,seq,f32,1761.3500007428229,3.51890606350831e-05
2000,auto,seq,f64,409.3000025022775,1.833194921353579e-08
2000,auto,seq,f32,1163.7834017165005,3.530031276646428e-05
2000,blocked,True,f64,311.02500506676733,6.941978635768745e-15
2000,blocked_autovec,True,f64,646.3417958002537,3.0047370214521436e-15
2000,blocked_tiled,True,f64,365.76680140569806,6.941978635768745e-15
2000,blocked_windowed,True,f64,850.491801975295,6.941978635768745e-15
2000,blocked_hybrid,True,f64,2065.958402818069,6.941978635768745e-15
2000,treecode,True,f64,834.7332011908293,9.731160866623488e-06
2000,chebcode,True,f64,295.97500106319785,5.763698858429547e-10
4000,reference,seq,f64,69187.70799529739,0.0
4000,reference,seq,f32,69187.70799529739,0.0
4000,naive,seq,f64,15438.722000302127,5.26180709009461e-15
4000,naive,seq,f32,15462.902665603906,3.0801464622419015e-05
